Atendente;Cliente;CPF;Telefone;EspecieBeneficio;PropostaTipo;NumeroProposta;PropostaStatus;BancoDigitado; ValorContrato ; ValorParcela ; ValorTroco ;TaxaPorc;TaxaCET;QuantidadeParcelas;BancoPortado;DataEnvioCIP;DataSaldoPago;OrigemCaptacao;Orgao;PossuiGravacao;PossuiFoto;EmRevisao;DataUltimoStatus;PossuiPendente;DataCriacaoProposta;
ELISA FERNANDA COSTA;ARTHUR ANDRÉ BATISTA ;999.000.007-00;(11) 90000-0007;42;PORTABILIDADE;1599590;INTEGRADO;FINANTO; R$ 2.478,12 ; R$ 99,87 ; R$ -   ;0,00%;0,00%;0;CREFISA;06/08/2026;14/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;24/08/2026;NAO;06/08/2026;
ELISA FERNANDA COSTA;ARTHUR ANDRÉ BATISTA ;999.000.007-00;(11) 90000-0007;42;REFIN DA PORTABILIDADE;1599591;INTEGRADO;FINANTO; R$ 4.358,44 ; R$ 99,86 ; R$ 1.800,44 ;1,85%;1,92%;96;CREFISA;06/08/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;24/08/2026;NAO;24/08/2026;
ELISA FERNANDA COSTA;ARTHUR ANDRÉ BATISTA ;999.000.007-00;(11) 90000-0007;42;PORTABILIDADE;1599588;INTEGRADO;FINANTO; R$ 2.286,05 ; R$ 76,54 ; R$ -   ;0,00%;0,00%;0;CREFISA;06/08/2026;14/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;24/08/2026;NAO;06/08/2026;
ELISA FERNANDA COSTA;ARTHUR ANDRÉ BATISTA ;999.000.007-00;(11) 90000-0007;42;REFIN DA PORTABILIDADE;1599589;INTEGRADO;FINANTO; R$ 3.334,08 ; R$ 76,53 ; R$ 1.003,56 ;1,85%;1,91%;96;CREFISA;06/08/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;24/08/2026;NAO;24/08/2026;
ELISA FERNANDA COSTA;ARTHUR ANDRÉ BATISTA ;999.000.007-00;(11) 90000-0007;42;PORTABILIDADE;1599594;INTEGRADO;FINANTO; R$ 1.181,57 ; R$ 55,55 ; R$ -   ;0,00%;0,00%;0;BMG;06/08/2026;14/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;24/08/2026;NAO;06/08/2026;
ELISA FERNANDA COSTA;ARTHUR ANDRÉ BATISTA ;999.000.007-00;(11) 90000-0007;42;REFIN DA PORTABILIDADE;1599595;INTEGRADO;FINANTO; R$ 2.424,07 ; R$ 55,54 ; R$ 1.193,05 ;1,85%;1,93%;96;BMG;06/08/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;24/08/2026;NAO;24/08/2026;
ELISA FERNANDA COSTA;BERNARDO CAETANO FARIAS ;999.000.009-00;(11) 90000-0009;01;MARGEM;858726329;INTEGRADO;PARANA; R$ 11.947,60 ; R$ 308,00 ; R$ 11.947,60 ;1,85%;1,95%;84;;20/08/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;21/08/2026;NAO;20/08/2026;
ELISA FERNANDA COSTA;BERNARDO CAETANO FARIAS ;999.000.009-00;(11) 90000-0009;01;PORTABILIDADE;658654664;INTEGRADO;PARANA; R$ 10.551,43 ; R$ 258,52 ; R$ -   ;0,00%;0,00%;0;BRADESCO;02/08/2026;07/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;10/08/2026;NAO;02/08/2026;
ELISA FERNANDA COSTA;BERNARDO CAETANO FARIAS ;999.000.009-00;(11) 90000-0009;01;REFIN DA PORTABILIDADE;858654687;INTEGRADO;PARANA; R$ 11.685,18 ; R$ 258,52 ; R$ 1.133,75 ;1,84%;1,85%;108;BRADESCO;02/08/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;14/08/2026;NAO;10/08/2026;
ELISA FERNANDA COSTA;CAIO MIGUEL LIMA;999.000.014-00;(11) 90000-0014;42;PORTABILIDADE;658710061;INTEGRADO;PARANA; R$ 45.973,10 ; R$ 1.092,16 ; R$ -   ;0,00%;0,00%;0;SANTANDER;17/08/2026;24/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;25/08/2026;NAO;17/08/2026;
ELISA FERNANDA COSTA;CAIO MIGUEL LIMA;999.000.014-00;(11) 90000-0014;42;REFIN DA PORTABILIDADE;858710083;INTEGRADO;PARANA; R$ 51.456,81 ; R$ 1.092,16 ; R$ 4.770,89 ;1,76%;1,77%;108;SANTANDER;17/08/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;25/08/2026;NAO;25/08/2026;
ELISA FERNANDA COSTA;FELIPE MARTINHO SOUZA ;999.000.032-00;(11) 90000-0032;41;PORTABILIDADE;658645415;INTEGRADO;PARANA; R$ 18.235,12 ; R$ 505,00 ; R$ -   ;0,00%;0,00%;0;PINE;30/07/2026;06/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;06/08/2026;NAO;30/07/2026;
ELISA FERNANDA COSTA;FELIPE MARTINHO SOUZA ;999.000.032-00;(11) 90000-0032;41;REFIN DA PORTABILIDADE;858645422;INTEGRADO;PARANA; R$ 24.910,55 ; R$ 505,00 ; R$ 5.913,12 ;1,60%;1,62%;108;PINE;30/07/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;07/08/2026;NAO;06/08/2026;
ELISA FERNANDA COSTA;FLAVIA EDUARDO BARROS;999.000.034-00;(11) 90000-0034;21;PORTABILIDADE;658651428;INTEGRADO;PARANA; R$ 7.112,74 ; R$ 198,58 ; R$ -   ;0,00%;0,00%;0;AGIBANK;14/07/2026;06/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;10/08/2026;NAO;14/07/2026;
ELISA FERNANDA COSTA;FLAVIA EDUARDO BARROS;999.000.034-00;(11) 90000-0034;21;REFIN DA PORTABILIDADE;858651434;INTEGRADO;PARANA; R$ 9.510,45 ; R$ 198,58 ; R$ 2.397,71 ;1,67%;1,70%;108;AGIBANK;14/07/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;11/08/2026;NAO;10/08/2026;
ELISA FERNANDA COSTA;FLAVIA EDUARDO BARROS;999.000.034-00;(11) 90000-0034;21;PORTABILIDADE;1565692;INTEGRADO;FINANTO; R$ 3.945,47 ; R$ 96,33 ; R$ -   ;0,00%;0,00%;0;SAFRA;14/07/2026;31/07/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;07/08/2026;NAO;14/07/2026;
ELISA FERNANDA COSTA;GABRIELA MIGUEL CORREIA;999.000.036-00;(11) 90000-0036;21;PORTABILIDADE;658697633;INTEGRADO;PARANA; R$ 28.113,86 ; R$ 578,48 ; R$ -   ;0,00%;0,00%;0;DAYCOVAL;12/08/2026;13/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;17/08/2026;NAO;12/08/2026;
ELISA FERNANDA COSTA;GABRIELA MIGUEL CORREIA;999.000.036-00;(11) 90000-0036;21;REFIN DA PORTABILIDADE;858697659;INTEGRADO;PARANA; R$ 28.920,37 ; R$ 578,48 ; R$ 806,51 ;1,60%;1,61%;108;DAYCOVAL;12/08/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;17/08/2026;NAO;17/08/2026;
ELISA FERNANDA COSTA;HELENA DANIEL FARIAS;999.000.040-00;(11) 90000-0040;21;PORTABILIDADE;1602275;INTEGRADO;FINANTO; R$ 20.676,23 ; R$ 511,19 ; R$ -   ;0,00%;0,00%;0;C6 BANK;02/08/2026;17/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;20/08/2026;NAO;02/08/2026;
ELISA FERNANDA COSTA;HELENA DANIEL FARIAS;999.000.040-00;(11) 90000-0040;21;REFIN DA PORTABILIDADE;1626440;INTEGRADO;FINANTO; R$ 23.445,37 ; R$ 511,18 ; R$ 2.656,00 ;1,83%;1,87%;108;C6 BANK;02/08/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;20/08/2026;NAO;20/08/2026;
ELISA FERNANDA COSTA;HELENA DANIEL FARIAS;999.000.040-00;(11) 90000-0040;21;PORTABILIDADE;1591367;INTEGRADO;FINANTO; R$ 1.186,95 ; R$ 80,12 ; R$ -   ;0,00%;0,00%;0;DAYCOVAL;02/08/2026;07/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;13/08/2026;NAO;02/08/2026;
ELISA FERNANDA COSTA;HELENA DANIEL FARIAS;999.000.040-00;(11) 90000-0040;21;REFIN DA PORTABILIDADE;1591368;INTEGRADO;FINANTO; R$ 3.628,98 ; R$ 80,12 ; R$ 2.357,27 ;1,85%;1,94%;108;DAYCOVAL;02/08/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;13/08/2026;NAO;13/08/2026;
ELISA FERNANDA COSTA;HELENA DANIEL FARIAS;999.000.040-00;(11) 90000-0040;21;PORTABILIDADE;1591371;INTEGRADO;FINANTO; R$ 2.859,22 ; R$ 73,34 ; R$ -   ;0,00%;0,00%;0;C6 BANK;02/08/2026;07/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;13/08/2026;NAO;02/08/2026;
ELISA FERNANDA COSTA;HELENA DANIEL FARIAS;999.000.040-00;(11) 90000-0040;21;REFIN DA PORTABILIDADE;1604641;INTEGRADO;FINANTO; R$ 3.321,89 ; R$ 73,34 ; R$ 441,28 ;1,85%;1,89%;108;C6 BANK;02/08/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;13/08/2026;NAO;13/08/2026;
ELISA FERNANDA COSTA;ISAAC EDUARDO DUARTE;999.000.043-00;(11) 90000-0043;42;PORTABILIDADE;658624849;INTEGRADO;PARANA; R$ 27.300,04 ; R$ 786,15 ; R$ -   ;0,00%;0,00%;0;NUBANK;23/07/2026;29/07/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;07/08/2026;NAO;23/07/2026;
ELISA FERNANDA COSTA;JONAS HENRIQUE MACHADO;999.000.047-00;(11) 90000-0047;46;PORTABILIDADE;658728755;INTEGRADO;PARANA; R$ 76.047,10 ; R$ 1.633,68 ; R$ -   ;0,00%;0,00%;0;INBURSA;21/08/2026;28/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;01/09/2026;NAO;21/08/2026;
ELISA FERNANDA COSTA;JONAS HENRIQUE MACHADO;999.000.047-00;(11) 90000-0047;46;REFIN DA PORTABILIDADE;858728766;AGUARDANDO ORG;PARANA; R$ 82.207,71 ; R$ 1.633,68 ; R$ 5.978,56 ;1,60%;1,61%;108;INBURSA;21/08/2026;;Telefone Receptivo;INSS;NAO;NAO;NAO;01/09/2026;NAO;01/09/2026;
ELISA FERNANDA COSTA;JONAS HENRIQUE MACHADO;999.000.047-00;(11) 90000-0047;46;PORTABILIDADE;658728773;INTEGRADO;PARANA; R$ 5.910,15 ; R$ 131,86 ; R$ -   ;0,00%;0,00%;0;AGIBANK;21/08/2026;28/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;01/09/2026;NAO;21/08/2026;
ELISA FERNANDA COSTA;JONAS HENRIQUE MACHADO;999.000.047-00;(11) 90000-0047;46;REFIN DA PORTABILIDADE;858728778;AGUARDANDO ORG;PARANA; R$ 6.635,01 ; R$ 131,86 ; R$ 490,90 ;1,60%;1,61%;108;AGIBANK;21/08/2026;;Telefone Receptivo;INSS;NAO;NAO;NAO;01/09/2026;NAO;01/09/2026;
ELISA FERNANDA COSTA;JULIANA EDUARDO ROCHA ;999.000.048-00;(11) 90000-0048;21;PORTABILIDADE;658703747;INTEGRADO;PARANA; R$ 21.244,00 ; R$ 544,84 ; R$ -   ;0,00%;0,00%;0;ITAU;14/08/2026;21/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;24/08/2026;NAO;14/08/2026;
ELISA FERNANDA COSTA;JULIANA EDUARDO ROCHA ;999.000.048-00;(11) 90000-0048;21;REFIN DA PORTABILIDADE;858703754;INTEGRADO;PARANA; R$ 26.621,69 ; R$ 544,84 ; R$ 5.408,27 ;1,67%;1,67%;108;ITAU;14/08/2026;;Telefone Receptivo;INSS;SIM;SIM;SIM;24/08/2026;NAO;24/08/2026;
ELISA FERNANDA COSTA;LEONARDO ANTÔNIO REIS ;999.000.054-00;(11) 90000-0054;42;PORTABILIDADE;658619626;INTEGRADO;PARANA; R$ 50.125,10 ; R$ 1.319,10 ; R$ -   ;0,00%;0,00%;0;PAN;24/07/2026;30/07/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;03/08/2026;NAO;24/07/2026;
ELISA FERNANDA COSTA;LUCCA RAFAEL PEREIRA;999.000.056-00;(11) 90000-0056;42;PORTABILIDADE;1602585;INTEGRADO;FINANTO; R$ 110.461,84 ; R$ 2.457,96 ; R$ -   ;0,00%;0,00%;0;SAFRA;06/08/2026;17/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;20/08/2026;NAO;06/08/2026;
ELISA FERNANDA COSTA;LUCCA RAFAEL PEREIRA;999.000.056-00;(11) 90000-0056;42;REFIN DA PORTABILIDADE;1626418;INTEGRADO;FINANTO; R$ 117.640,89 ; R$ 2.457,95 ; R$ 6.830,40 ;1,72%;1,75%;108;SAFRA;06/08/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;20/08/2026;NAO;20/08/2026;
ELISA FERNANDA COSTA;LUCCA RAFAEL PEREIRA;999.000.056-00;(11) 90000-0056;42;PORTABILIDADE;658689810;INTEGRADO;PARANA; R$ 5.957,76 ; R$ 133,82 ; R$ -   ;0,00%;0,00%;0;NUBANK;11/08/2026;18/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;19/08/2026;NAO;11/08/2026;
ELISA FERNANDA COSTA;LUCCA RAFAEL PEREIRA;999.000.056-00;(11) 90000-0056;42;REFIN DA PORTABILIDADE;858689825;INTEGRADO;PARANA; R$ 6.678,88 ; R$ 133,82 ; R$ 444,54 ;1,60%;1,61%;108;NUBANK;11/08/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;20/08/2026;NAO;19/08/2026;
ELISA FERNANDA COSTA;MANUELA DANIEL CAMPOS ;999.000.057-00;(11) 90000-0057;21;PORTABILIDADE;658732019;INTEGRADO;PARANA; R$ 23.201,48 ; R$ 563,25 ; R$ -   ;0,00%;0,00%;0;PINE;24/08/2026;31/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;01/09/2026;NAO;24/08/2026;
ELISA FERNANDA COSTA;MANUELA DANIEL CAMPOS ;999.000.057-00;(11) 90000-0057;21;REFIN DA PORTABILIDADE;858732041;AGUARDANDO ORG;PARANA; R$ 28.286,89 ; R$ 563,25 ; R$ 5.245,75 ;1,60%;1,61%;108;PINE;24/08/2026;;Telefone Receptivo;INSS;NAO;NAO;NAO;01/09/2026;NAO;01/09/2026;
ELISA FERNANDA COSTA;MANUELA DANIEL CAMPOS ;999.000.057-00;(11) 90000-0057;21;PORTABILIDADE;658732052;INTEGRADO;PARANA; R$ 11.680,80 ; R$ 268,40 ; R$ -   ;0,00%;0,00%;0;PINE;24/08/2026;31/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;01/09/2026;NAO;24/08/2026;
ELISA FERNANDA COSTA;MANUELA DANIEL CAMPOS ;999.000.057-00;(11) 90000-0057;21;REFIN DA PORTABILIDADE;858732081;AGUARDANDO ORG;PARANA; R$ 13.498,68 ; R$ 268,40 ; R$ 1.890,34 ;1,60%;1,61%;108;PINE;24/08/2026;;Telefone Receptivo;INSS;NAO;NAO;NAO;01/09/2026;NAO;01/09/2026;
ELISA FERNANDA COSTA;OLIVIA MIGUEL SOARES;999.000.065-00;(11) 90000-0065;0;MARGEM;2445566;INTEGRADO;QUALIBANKING; R$ 34.488,48 ; R$ 808,18 ; R$ 34.488,48 ;1,85%;1,97%;96;;03/08/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;06/08/2026;NAO;03/08/2026;
ELISA FERNANDA COSTA;PATRICIA DANIEL CAVALCANTI ;999.000.068-00;(11) 90000-0068;46;PORTABILIDADE;658630500;INTEGRADO;PARANA; R$ 25.754,69 ; R$ 642,20 ; R$ -   ;0,00%;0,00%;0;SANTANDER;24/07/2026;30/07/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;03/08/2026;NAO;24/07/2026;
ELISA FERNANDA COSTA;PATRICIA DANIEL CAVALCANTI ;999.000.068-00;(11) 90000-0068;46;PORTABILIDADE;1580168;INTEGRADO;FINANTO; R$ 2.942,92 ; R$ 81,91 ; R$ -   ;0,00%;0,00%;0;CREFISA;24/07/2026;06/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;10/08/2026;NAO;24/07/2026;
ELISA FERNANDA COSTA;PATRICIA DANIEL CAVALCANTI ;999.000.068-00;(11) 90000-0068;46;REFIN DA PORTABILIDADE;1580169;AGUARDANDO ORG;FINANTO; R$ 3.707,79 ; R$ 81,91 ; R$ 889,32 ;1,85%;1,90%;108;CREFISA;24/07/2026;;Telefone Receptivo;INSS;NAO;NAO;NAO;10/08/2026;NAO;10/08/2026;
ELISA FERNANDA COSTA;PRISCILA WILLIAM RAMOS ;999.000.070-00;(11) 90000-0070;21;MARGEM;858695151;INTEGRADO;PARANA; R$ 8.884,24 ; R$ 210,15 ; R$ 8.884,24 ;1,85%;1,93%;108;;12/08/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;14/08/2026;NAO;12/08/2026;
ELISA FERNANDA COSTA;PRISCILA WILLIAM RAMOS ;999.000.070-00;(11) 90000-0070;21;PORTABILIDADE;1608446;INTEGRADO;FINANTO; R$ 4.430,91 ; R$ 111,00 ; R$ -   ;0,00%;0,00%;0;C6 BANK;12/08/2026;20/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;26/08/2026;NAO;12/08/2026;
ELISA FERNANDA COSTA;PRISCILA WILLIAM RAMOS ;999.000.070-00;(11) 90000-0070;21;REFIN DA PORTABILIDADE;1646208;INTEGRADO;FINANTO; R$ 5.109,08 ; R$ 110,99 ; R$ 802,15 ;1,83%;1,87%;108;C6 BANK;12/08/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;27/08/2026;NAO;26/08/2026;
ELISA FERNANDA COSTA;PRISCILA WILLIAM RAMOS ;999.000.070-00;(11) 90000-0070;21;PORTABILIDADE;1608438;INTEGRADO;FINANTO; R$ 4.517,89 ; R$ 107,00 ; R$ -   ;0,00%;0,00%;0;FACTA;12/08/2026;18/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;27/08/2026;NAO;12/08/2026;
ELISA FERNANDA COSTA;PRISCILA WILLIAM RAMOS ;999.000.070-00;(11) 90000-0070;21;REFIN DA PORTABILIDADE;1657347;INTEGRADO;FINANTO; R$ 5.023,07 ; R$ 106,99 ; R$ 169,78 ;1,78%;1,81%;108;FACTA;12/08/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;27/08/2026;NAO;27/08/2026;
ELISA FERNANDA COSTA;PRISCILA WILLIAM RAMOS ;999.000.070-00;(11) 90000-0070;21;PORTABILIDADE;1608454;INTEGRADO;FINANTO; R$ 2.425,44 ; R$ 77,53 ; R$ -   ;0,00%;0,00%;0;SANTANDER;12/08/2026;19/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;25/08/2026;NAO;12/08/2026;
ELISA FERNANDA COSTA;PRISCILA WILLIAM RAMOS ;999.000.070-00;(11) 90000-0070;21;REFIN DA PORTABILIDADE;1608455;INTEGRADO;FINANTO; R$ 3.540,46 ; R$ 77,52 ; R$ 1.069,08 ;1,83%;1,88%;108;SANTANDER;12/08/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;27/08/2026;NAO;25/08/2026;
ELISA FERNANDA COSTA;RENATA EDUARDO MONTEIRO ;999.000.075-00;(11) 90000-0075;42;PORTABILIDADE;658725013;SALDO PAGO;PARANA; R$ 48.186,63 ; R$ 1.324,40 ; R$ -   ;0,00%;0,00%;0;C6 BANK;21/08/2026;28/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;28/08/2026;NAO;21/08/2026;
ELISA FERNANDA COSTA;RENATA EDUARDO MONTEIRO ;999.000.075-00;(11) 90000-0075;42;MARGEM;858725198;INTEGRADO;PARANA; R$ 9.452,94 ; R$ 214,15 ; R$ 9.452,94 ;1,85%;1,93%;108;;21/08/2026;;Telefone Receptivo;INSS;SIM;SIM;SIM;25/08/2026;NAO;21/08/2026;
ELISA FERNANDA COSTA;RENATA EDUARDO MONTEIRO ;999.000.075-00;(11) 90000-0075;42;PORTABILIDADE;658725146;SALDO PAGO;PARANA; R$ 6.093,75 ; R$ 161,55 ; R$ -   ;0,00%;0,00%;0;ITAU;21/08/2026;28/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;28/08/2026;NAO;21/08/2026;
ELISA FERNANDA COSTA;SABRINA MIGUEL RIBEIRO ;999.000.076-00;(11) 90000-0076;42;PORTABILIDADE;1576292;INTEGRADO;FINANTO; R$ 3.400,41 ; R$ 81,32 ; R$ -   ;0,00%;0,00%;0;BRADESCO;23/07/2026;29/07/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;03/08/2026;NAO;23/07/2026;
ELISA FERNANDA COSTA;VITOR SILVIO SILVA;999.000.086-00;(11) 90000-0086;42;PORTABILIDADE;658707979;INTEGRADO;PARANA; R$ 69.954,85 ; R$ 1.470,30 ; R$ -   ;0,00%;0,00%;0;FACTA;11/08/2026;21/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;01/09/2026;NAO;11/08/2026;
ELISA FERNANDA COSTA;VITOR SILVIO SILVA;999.000.086-00;(11) 90000-0086;42;REFIN DA PORTABILIDADE;858707987;AGUARDANDO ORG;PARANA; R$ 73.810,88 ; R$ 1.470,30 ; R$ 1.805,98 ;1,60%;1,60%;108;FACTA;11/08/2026;;Telefone Receptivo;INSS;NAO;NAO;NAO;01/09/2026;NAO;01/09/2026;
ELISA FERNANDA COSTA;VITOR SILVIO SILVA;999.000.086-00;(11) 90000-0086;42;PORTABILIDADE;658707957;INTEGRADO;PARANA; R$ 11.656,76 ; R$ 245,00 ; R$ -   ;0,00%;0,00%;0;FACTA;11/08/2026;21/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;01/09/2026;NAO;11/08/2026;
ELISA FERNANDA COSTA;VITOR SILVIO SILVA;999.000.086-00;(11) 90000-0086;42;REFIN DA PORTABILIDADE;858707964;AGUARDANDO ORG;PARANA; R$ 12.301,60 ; R$ 245,00 ; R$ 307,60 ;1,60%;1,60%;108;FACTA;11/08/2026;;Telefone Receptivo;INSS;NAO;NAO;NAO;01/09/2026;NAO;01/09/2026;
FABIANA LUIZA PEREIRA;ADRIANA WILLIAM BRAGA ;999.000.001-00;(11) 90000-0001;21;MARGEM;858707125;INTEGRADO;PARANA; R$ 21.048,38 ; R$ 478,64 ; R$ 21.048,38 ;1,85%;1,94%;108;;14/08/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;19/08/2026;NAO;14/08/2026;
FABIANA LUIZA PEREIRA;ALEX GABRIEL BRAGA ;999.000.003-00;(11) 90000-0003;21;PORTABILIDADE;658681993;INTEGRADO;PARANA; R$ 13.079,05 ; R$ 343,34 ; R$ -   ;0,00%;0,00%;0;SAFRA;07/08/2026;14/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;18/08/2026;NAO;07/08/2026;
FABIANA LUIZA PEREIRA;ALEX GABRIEL BRAGA ;999.000.003-00;(11) 90000-0003;21;REFIN DA PORTABILIDADE;858681999;INTEGRADO;PARANA; R$ 17.061,37 ; R$ 343,34 ; R$ 3.982,32 ;1,60%;1,62%;108;SAFRA;07/08/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;24/08/2026;NAO;18/08/2026;
FABIANA LUIZA PEREIRA;ALEX GABRIEL BRAGA ;999.000.003-00;(11) 90000-0003;21;PORTABILIDADE;658681981;INTEGRADO;PARANA; R$ 11.788,11 ; R$ 324,79 ; R$ -   ;0,00%;0,00%;0;DAYCOVAL;07/08/2026;14/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;18/08/2026;NAO;07/08/2026;
FABIANA LUIZA PEREIRA;ALEX GABRIEL BRAGA ;999.000.003-00;(11) 90000-0003;21;REFIN DA PORTABILIDADE;858681988;INTEGRADO;PARANA; R$ 15.564,50 ; R$ 324,79 ; R$ 3.776,39 ;1,69%;1,71%;108;DAYCOVAL;07/08/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;21/08/2026;NAO;18/08/2026;
FABIANA LUIZA PEREIRA;ALEX GABRIEL BRAGA ;999.000.003-00;(11) 90000-0003;21;PORTABILIDADE;658681965;INTEGRADO;PARANA; R$ 4.916,38 ; R$ 129,11 ; R$ -   ;0,00%;0,00%;0;ITAU;07/08/2026;14/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;17/08/2026;NAO;07/08/2026;
FABIANA LUIZA PEREIRA;ALEX GABRIEL BRAGA ;999.000.003-00;(11) 90000-0003;21;REFIN DA PORTABILIDADE;858681978;INTEGRADO;PARANA; R$ 6.218,32 ; R$ 129,11 ; R$ 1.301,94 ;1,68%;1,70%;108;ITAU;07/08/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;17/08/2026;NAO;17/08/2026;
FABIANA LUIZA PEREIRA;ALEX GABRIEL BRAGA ;999.000.003-00;(11) 90000-0003;21;PORTABILIDADE;1601420;INTEGRADO;FINANTO; R$ 3.811,59 ; R$ 119,00 ; R$ -   ;0,00%;0,00%;0;SANTANDER;07/08/2026;17/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;27/08/2026;NAO;07/08/2026;
FABIANA LUIZA PEREIRA;ALEX GABRIEL BRAGA ;999.000.003-00;(11) 90000-0003;21;REFIN DA PORTABILIDADE;1646162;INTEGRADO;FINANTO; R$ 5.480,64 ; R$ 118,99 ; R$ 1.593,42 ;1,83%;1,88%;108;SANTANDER;07/08/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;27/08/2026;NAO;27/08/2026;
FABIANA LUIZA PEREIRA;ALEX GABRIEL BRAGA ;999.000.003-00;(11) 90000-0003;21;PORTABILIDADE;1601415;INTEGRADO;FINANTO; R$ 3.742,37 ; R$ 106,00 ; R$ -   ;0,00%;0,00%;0;SANTANDER;07/08/2026;17/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;27/08/2026;NAO;07/08/2026;
FABIANA LUIZA PEREIRA;ALEX GABRIEL BRAGA ;999.000.003-00;(11) 90000-0003;21;REFIN DA PORTABILIDADE;1646163;INTEGRADO;FINANTO; R$ 4.878,92 ; R$ 105,99 ; R$ 1.082,84 ;1,83%;1,88%;108;SANTANDER;07/08/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;27/08/2026;NAO;27/08/2026;
FABIANA LUIZA PEREIRA;ALEX GABRIEL BRAGA ;999.000.003-00;(11) 90000-0003;21;MARGEM;2496412;INTEGRADO;QUALIBANKING; R$ 2.513,54 ; R$ 57,14 ; R$ 2.513,54 ;1,85%;1,97%;108;;19/08/2026;;Telefone Receptivo;INSS;SIM;SIM;NAO;24/08/2026;NAO;19/08/2026;
FABIANA LUIZA PEREIRA;ALICE EDUARDO CASTRO ;999.000.004-00;(11) 90000-0004;42;PORTABILIDADE;658716276;INTEGRADO;PARANA; R$ 5.156,65 ; R$ 136,76 ; R$ -   ;0,00%;0,00%;0;FACTA;18/08/2026;24/08/2026;Telefone Receptivo;INSS;NAO;NAO;NAO;26/08/2026;NAO;18/08/2026;
FABIANA LUIZA PEREIRA;ALICE EDUARDO CASTRO ;999.000.004-00;(11) 90000-0004;42;REFIN DA PORTABILIDADE;858716294;AGUARDANDO ORG;PARANA; R$ 6.835,40 ; R$ 136,76 ; R$ 1.496,12 ;1,60%;1,62%;108;FACTA;18/08/2026;;Telefone Receptivo;INSS;NAO;NAO;NAO;26/08/2026;NAO;26/08/2026;
