Atendente;Cliente;CPF;Telefone;EspecieBeneficio;PropostaTipo;NumeroProposta;PropostaStatus;BancoDigitado;ValorContrato;ValorParcela;ValorTroco;TaxaPorc;TaxaCET;QuantidadeParcelas;BancoPortado;DataEnvioCIP;DataSaldoPago;OrigemCaptacao;Orgao;PossuiGravacao;PossuiFoto;EmRevisao;DataUltimoStatus;PossuiPendente;DataCriacaoProposta;Unnamed: 26
ELISA FERNANDA COSTA;CAIO MIGUEL LIMA;999.000.014-00;(11) 90000-0014;42;REFIN DA PORTABILIDADE;858710083;INTEGRADO;PARANA;51456.81;1092.16;4770.89;0.0176;0.0177;108;SANTANDER;2026-08-17;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-25;False;2026-08-25;
ELISA FERNANDA COSTA;FELIPE MARTINHO SOUZA;999.000.032-00;(11) 90000-0032;41;PORTABILIDADE;658645415;INTEGRADO;PARANA;18235.12;505.0;0.0;0.0;0.0;0;PINE;2026-07-30;06/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-06;False;2026-07-30;
ELISA FERNANDA COSTA;FELIPE MARTINHO SOUZA;999.000.032-00;(11) 90000-0032;41;REFIN DA PORTABILIDADE;858645422;INTEGRADO;PARANA;24910.55;505.0;5913.12;0.016;0.0162;108;PINE;2026-07-30;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-07;False;2026-08-06;
ELISA FERNANDA COSTA;FLAVIA EDUARDO BARROS;999.000.034-00;(11) 90000-0034;21;PORTABILIDADE;658651428;INTEGRADO;PARANA;7112.74;198.58;0.0;0.0;0.0;0;AGIBANK;2026-07-14;06/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-10;False;2026-07-14;
ELISA FERNANDA COSTA;FLAVIA EDUARDO BARROS;999.000.034-00;(11) 90000-0034;21;REFIN DA PORTABILIDADE;858651434;INTEGRADO;PARANA;9510.45;198.58;2397.71;0.0167;0.017;108;AGIBANK;2026-07-14;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-11;False;2026-08-10;
ELISA FERNANDA COSTA;FLAVIA EDUARDO BARROS;999.000.034-00;(11) 90000-0034;21;PORTABILIDADE;1565692;INTEGRADO;FINANTO;3945.47;96.33;0.0;0.0;0.0;0;SAFRA;2026-07-14;31/07/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-07;False;2026-07-14;
ELISA FERNANDA COSTA;GABRIELA MIGUEL CORREIA;999.000.036-00;(11) 90000-0036;21;PORTABILIDADE;658697633;INTEGRADO;PARANA;28113.86;578.48;0.0;0.0;0.0;0;DAYCOVAL;2026-08-12;13/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-17;False;2026-08-12;
ELISA FERNANDA COSTA;GABRIELA MIGUEL CORREIA;999.000.036-00;(11) 90000-0036;21;REFIN DA PORTABILIDADE;858697659;INTEGRADO;PARANA;28920.37;578.48;806.51;0.016;0.0161;108;DAYCOVAL;2026-08-12;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-17;False;2026-08-17;
ELISA FERNANDA COSTA;HELENA DANIEL FARIAS;999.000.040-00;(11) 90000-0040;21;PORTABILIDADE;1602275;INTEGRADO;FINANTO;20676.23;511.19;0.0;0.0;0.0;0;C6 BANK;2026-08-02;17/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-20;False;2026-08-02;
ELISA FERNANDA COSTA;HELENA DANIEL FARIAS;999.000.040-00;(11) 90000-0040;21;REFIN DA PORTABILIDADE;1626440;INTEGRADO;FINANTO;23445.37;511.18;2656.0;0.0183;0.0187;108;C6 BANK;2026-08-02;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-20;False;2026-08-20;
ELISA FERNANDA COSTA;HELENA DANIEL FARIAS;999.000.040-00;(11) 90000-0040;21;PORTABILIDADE;1591367;INTEGRADO;FINANTO;1186.95;80.12;0.0;0.0;0.0;0;DAYCOVAL;2026-08-02;07/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-13;False;2026-08-02;
ELISA FERNANDA COSTA;HELENA DANIEL FARIAS;999.000.040-00;(11) 90000-0040;21;REFIN DA PORTABILIDADE;1591368;INTEGRADO;FINANTO;3628.98;80.12;2357.27;0.0185;0.0194;108;DAYCOVAL;2026-08-02;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-13;False;2026-08-13;
ELISA FERNANDA COSTA;HELENA DANIEL FARIAS;999.000.040-00;(11) 90000-0040;21;PORTABILIDADE;1591371;INTEGRADO;FINANTO;2859.22;73.34;0.0;0.0;0.0;0;C6 BANK;2026-08-02;07/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-13;False;2026-08-02;
ELISA FERNANDA COSTA;HELENA DANIEL FARIAS;999.000.040-00;(11) 90000-0040;21;REFIN DA PORTABILIDADE;1604641;INTEGRADO;FINANTO;3321.89;73.34;441.28;0.0185;0.0189;108;C6 BANK;2026-08-02;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-13;False;2026-08-13;
ELISA FERNANDA COSTA;ISAAC EDUARDO DUARTE;999.000.043-00;(11) 90000-0043;42;PORTABILIDADE;658624849;INTEGRADO;PARANA;27300.04;786.15;0.0;0.0;0.0;0;NUBANK;2026-07-23;29/07/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-07;False;2026-07-23;
ELISA FERNANDA COSTA;JONAS HENRIQUE MACHADO;999.000.047-00;(11) 90000-0047;46;PORTABILIDADE;658728755;INTEGRADO;PARANA;76047.1;1633.68;0.0;0.0;0.0;0;INBURSA;2026-08-21;28/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-09-01;False;2026-08-21;
ELISA FERNANDA COSTA;JONAS HENRIQUE MACHADO;999.000.047-00;(11) 90000-0047;46;REFIN DA PORTABILIDADE;858728766;AGUARDANDO ORG;PARANA;82207.71;1633.68;5978.56;0.016;0.0161;108;INBURSA;2026-08-21;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;False;False;False;2026-09-01;False;2026-09-01;
ELISA FERNANDA COSTA;JONAS HENRIQUE MACHADO;999.000.047-00;(11) 90000-0047;46;PORTABILIDADE;658728773;INTEGRADO;PARANA;5910.15;131.86;0.0;0.0;0.0;0;AGIBANK;2026-08-21;28/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-09-01;False;2026-08-21;
ELISA FERNANDA COSTA;JONAS HENRIQUE MACHADO;999.000.047-00;(11) 90000-0047;46;REFIN DA PORTABILIDADE;858728778;AGUARDANDO ORG;PARANA;6635.01;131.86;490.9;0.016;0.0161;108;AGIBANK;2026-08-21;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;False;False;False;2026-09-01;False;2026-09-01;
ELISA FERNANDA COSTA;JULIANA EDUARDO ROCHA;999.000.048-00;(11) 90000-0048;21;PORTABILIDADE;658703747;INTEGRADO;PARANA;21244.0;544.84;0.0;0.0;0.0;0;ITAU;2026-08-14;21/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-24;False;2026-08-14;
ELISA FERNANDA COSTA;JULIANA EDUARDO ROCHA;999.000.048-00;(11) 90000-0048;21;REFIN DA PORTABILIDADE;858703754;INTEGRADO;PARANA;26621.69;544.84;5408.27;0.0167;0.0167;108;ITAU;2026-08-14;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;True;2026-08-24;False;2026-08-24;
ELISA FERNANDA COSTA;LEONARDO ANTÔNIO REIS;999.000.054-00;(11) 90000-0054;42;PORTABILIDADE;658619626;INTEGRADO;PARANA;50125.1;1319.1;0.0;0.0;0.0;0;PAN;2026-07-24;30/07/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-03;False;2026-07-24;
ELISA FERNANDA COSTA;LUCCA RAFAEL PEREIRA;999.000.056-00;(11) 90000-0056;42;PORTABILIDADE;1602585;INTEGRADO;FINANTO;110461.84;2457.96;0.0;0.0;0.0;0;SAFRA;2026-08-06;17/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-20;False;2026-08-06;
ELISA FERNANDA COSTA;LUCCA RAFAEL PEREIRA;999.000.056-00;(11) 90000-0056;42;REFIN DA PORTABILIDADE;1626418;INTEGRADO;FINANTO;117640.89;2457.95;6830.4;0.0172;0.0175;108;SAFRA;2026-08-06;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-20;False;2026-08-20;
ELISA FERNANDA COSTA;LUCCA RAFAEL PEREIRA;999.000.056-00;(11) 90000-0056;42;PORTABILIDADE;658689810;INTEGRADO;PARANA;5957.76;133.82;0.0;0.0;0.0;0;NUBANK;2026-08-11;18/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-19;False;2026-08-11;
ELISA FERNANDA COSTA;LUCCA RAFAEL PEREIRA;999.000.056-00;(11) 90000-0056;42;REFIN DA PORTABILIDADE;858689825;INTEGRADO;PARANA;6678.88;133.82;444.54;0.016;0.0161;108;NUBANK;2026-08-11;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-20;False;2026-08-19;
ELISA FERNANDA COSTA;MANUELA DANIEL CAMPOS;999.000.057-00;(11) 90000-0057;21;PORTABILIDADE;658732019;INTEGRADO;PARANA;23201.48;563.25;0.0;0.0;0.0;0;PINE;2026-08-24;31/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-09-01;False;2026-08-24;
ELISA FERNANDA COSTA;MANUELA DANIEL CAMPOS;999.000.057-00;(11) 90000-0057;21;REFIN DA PORTABILIDADE;858732041;AGUARDANDO ORG;PARANA;28286.89;563.25;5245.75;0.016;0.0161;108;PINE;2026-08-24;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;False;False;False;2026-09-01;False;2026-09-01;
ELISA FERNANDA COSTA;MANUELA DANIEL CAMPOS;999.000.057-00;(11) 90000-0057;21;PORTABILIDADE;658732052;INTEGRADO;PARANA;11680.8;268.4;0.0;0.0;0.0;0;PINE;2026-08-24;31/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-09-01;False;2026-08-24;
ELISA FERNANDA COSTA;MANUELA DANIEL CAMPOS;999.000.057-00;(11) 90000-0057;21;REFIN DA PORTABILIDADE;858732081;AGUARDANDO ORG;PARANA;13498.68;268.4;1890.34;0.016;0.0161;108;PINE;2026-08-24;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;False;False;False;2026-09-01;False;2026-09-01;
ELISA FERNANDA COSTA;OLIVIA MIGUEL SOARES;999.000.065-00;(11) 90000-0065;0;MARGEM;2445566;INTEGRADO;QUALIBANKING;34488.48;808.18;34488.48;0.0185;0.0197;96;NÃO INFORMADO;2026-08-03;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-06;False;2026-08-03;
ELISA FERNANDA COSTA;PATRICIA DANIEL CAVALCANTI;999.000.068-00;(11) 90000-0068;46;PORTABILIDADE;658630500;INTEGRADO;PARANA;25754.69;642.2;0.0;0.0;0.0;0;SANTANDER;2026-07-24;30/07/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-03;False;2026-07-24;
ELISA FERNANDA COSTA;PATRICIA DANIEL CAVALCANTI;999.000.068-00;(11) 90000-0068;46;PORTABILIDADE;1580168;INTEGRADO;FINANTO;2942.92;81.91;0.0;0.0;0.0;0;CREFISA;2026-07-24;06/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-10;False;2026-07-24;
ELISA FERNANDA COSTA;PATRICIA DANIEL CAVALCANTI;999.000.068-00;(11) 90000-0068;46;REFIN DA PORTABILIDADE;1580169;AGUARDANDO ORG;FINANTO;3707.79;81.91;889.32;0.0185;0.019;108;CREFISA;2026-07-24;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-10;False;2026-08-10;
ELISA FERNANDA COSTA;PRISCILA WILLIAM RAMOS;999.000.070-00;(11) 90000-0070;21;MARGEM;858695151;INTEGRADO;PARANA;8884.24;210.15;8884.24;0.0185;0.019299999;108;NÃO INFORMADO;2026-08-12;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-14;False;2026-08-12;
ELISA FERNANDA COSTA;PRISCILA WILLIAM RAMOS;999.000.070-00;(11) 90000-0070;21;PORTABILIDADE;1608446;INTEGRADO;FINANTO;4430.91;111.0;0.0;0.0;0.0;0;C6 BANK;2026-08-12;20/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-26;False;2026-08-12;
ELISA FERNANDA COSTA;PRISCILA WILLIAM RAMOS;999.000.070-00;(11) 90000-0070;21;REFIN DA PORTABILIDADE;1646208;INTEGRADO;FINANTO;5109.08;110.99;802.15;0.0183;0.0187;108;C6 BANK;2026-08-12;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-27;False;2026-08-26;
ELISA FERNANDA COSTA;PRISCILA WILLIAM RAMOS;999.000.070-00;(11) 90000-0070;21;PORTABILIDADE;1608438;INTEGRADO;FINANTO;4517.89;107.0;0.0;0.0;0.0;0;FACTA;2026-08-12;18/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-27;False;2026-08-12;
ELISA FERNANDA COSTA;PRISCILA WILLIAM RAMOS;999.000.070-00;(11) 90000-0070;21;REFIN DA PORTABILIDADE;1657347;INTEGRADO;FINANTO;5023.07;106.99;169.78;0.0178;0.018099999;108;FACTA;2026-08-12;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-27;False;2026-08-27;
ELISA FERNANDA COSTA;PRISCILA WILLIAM RAMOS;999.000.070-00;(11) 90000-0070;21;PORTABILIDADE;1608454;INTEGRADO;FINANTO;2425.44;77.53;0.0;0.0;0.0;0;SANTANDER;2026-08-12;19/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-25;False;2026-08-12;
ELISA FERNANDA COSTA;PRISCILA WILLIAM RAMOS;999.000.070-00;(11) 90000-0070;21;REFIN DA PORTABILIDADE;1608455;INTEGRADO;FINANTO;3540.46;77.52;1069.08;0.0183;0.0188;108;SANTANDER;2026-08-12;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-27;False;2026-08-25;
ELISA FERNANDA COSTA;RENATA EDUARDO MONTEIRO;999.000.075-00;(11) 90000-0075;42;PORTABILIDADE;658725013;SALDO PAGO;PARANA;48186.63;1324.4;0.0;0.0;0.0;0;C6 BANK;2026-08-21;28/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-28;False;2026-08-21;
ELISA FERNANDA COSTA;RENATA EDUARDO MONTEIRO;999.000.075-00;(11) 90000-0075;42;MARGEM;858725198;INTEGRADO;PARANA;9452.94;214.15;9452.94;0.0185;0.019299999;108;NÃO INFORMADO;2026-08-21;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;True;2026-08-25;False;2026-08-21;
ELISA FERNANDA COSTA;RENATA EDUARDO MONTEIRO;999.000.075-00;(11) 90000-0075;42;PORTABILIDADE;658725146;SALDO PAGO;PARANA;6093.75;161.55;0.0;0.0;0.0;0;ITAU;2026-08-21;28/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-28;False;2026-08-21;
ELISA FERNANDA COSTA;SABRINA MIGUEL RIBEIRO;999.000.076-00;(11) 90000-0076;42;PORTABILIDADE;1576292;INTEGRADO;FINANTO;3400.41;81.32;0.0;0.0;0.0;0;BRADESCO;2026-07-23;29/07/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-03;False;2026-07-23;
ELISA FERNANDA COSTA;VITOR SILVIO SILVA;999.000.086-00;(11) 90000-0086;42;PORTABILIDADE;658707979;INTEGRADO;PARANA;69954.85;1470.3;0.0;0.0;0.0;0;FACTA;2026-08-11;21/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-09-01;False;2026-08-11;
ELISA FERNANDA COSTA;VITOR SILVIO SILVA;999.000.086-00;(11) 90000-0086;42;REFIN DA PORTABILIDADE;858707987;AGUARDANDO ORG;PARANA;73810.88;1470.3;1805.98;0.016;0.016;108;FACTA;2026-08-11;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;False;False;False;2026-09-01;False;2026-09-01;
ELISA FERNANDA COSTA;VITOR SILVIO SILVA;999.000.086-00;(11) 90000-0086;42;PORTABILIDADE;658707957;INTEGRADO;PARANA;11656.76;245.0;0.0;0.0;0.0;0;FACTA;2026-08-11;21/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-09-01;False;2026-08-11;
ELISA FERNANDA COSTA;VITOR SILVIO SILVA;999.000.086-00;(11) 90000-0086;42;REFIN DA PORTABILIDADE;858707964;AGUARDANDO ORG;PARANA;12301.6;245.0;307.6;0.016;0.016;108;FACTA;2026-08-11;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;False;False;False;2026-09-01;False;2026-09-01;
FABIANA LUIZA PEREIRA;ADRIANA WILLIAM BRAGA;999.000.001-00;(11) 90000-0001;21;MARGEM;858707125;INTEGRADO;PARANA;21048.38;478.64;21048.38;0.0185;0.0194;108;NÃO INFORMADO;2026-08-14;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-19;False;2026-08-14;
FABIANA LUIZA PEREIRA;ALEX GABRIEL BRAGA;999.000.003-00;(11) 90000-0003;21;PORTABILIDADE;658681993;INTEGRADO;PARANA;13079.05;343.34;0.0;0.0;0.0;0;SAFRA;2026-08-07;14/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-18;False;2026-08-07;
FABIANA LUIZA PEREIRA;ALEX GABRIEL BRAGA;999.000.003-00;(11) 90000-0003;21;REFIN DA PORTABILIDADE;858681999;INTEGRADO;PARANA;17061.37;343.34;3982.32;0.016;0.0162;108;SAFRA;2026-08-07;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-24;False;2026-08-18;
FABIANA LUIZA PEREIRA;ALEX GABRIEL BRAGA;999.000.003-00;(11) 90000-0003;21;PORTABILIDADE;658681981;INTEGRADO;PARANA;11788.11;324.79;0.0;0.0;0.0;0;DAYCOVAL;2026-08-07;14/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-18;False;2026-08-07;
FABIANA LUIZA PEREIRA;ALEX GABRIEL BRAGA;999.000.003-00;(11) 90000-0003;21;REFIN DA PORTABILIDADE;858681988;INTEGRADO;PARANA;15564.5;324.79;3776.39;0.016900001;0.0171;108;DAYCOVAL;2026-08-07;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-21;False;2026-08-18;
FABIANA LUIZA PEREIRA;ALEX GABRIEL BRAGA;999.000.003-00;(11) 90000-0003;21;PORTABILIDADE;658681965;INTEGRADO;PARANA;4916.38;129.11;0.0;0.0;0.0;0;ITAU;2026-08-07;14/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-17;False;2026-08-07;
FABIANA LUIZA PEREIRA;ALEX GABRIEL BRAGA;999.000.003-00;(11) 90000-0003;21;REFIN DA PORTABILIDADE;858681978;INTEGRADO;PARANA;6218.32;129.11;1301.94;0.0168;0.017;108;ITAU;2026-08-07;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-17;False;2026-08-17;
FABIANA LUIZA PEREIRA;ALEX GABRIEL BRAGA;999.000.003-00;(11) 90000-0003;21;PORTABILIDADE;1601420;INTEGRADO;FINANTO;3811.59;119.0;0.0;0.0;0.0;0;SANTANDER;2026-08-07;17/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-27;False;2026-08-07;
FABIANA LUIZA PEREIRA;ALEX GABRIEL BRAGA;999.000.003-00;(11) 90000-0003;21;REFIN DA PORTABILIDADE;1646162;INTEGRADO;FINANTO;5480.64;118.99;1593.42;0.0183;0.0188;108;SANTANDER;2026-08-07;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-27;False;2026-08-27;
FABIANA LUIZA PEREIRA;ALEX GABRIEL BRAGA;999.000.003-00;(11) 90000-0003;21;PORTABILIDADE;1601415;INTEGRADO;FINANTO;3742.37;106.0;0.0;0.0;0.0;0;SANTANDER;2026-08-07;17/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-27;False;2026-08-07;
FABIANA LUIZA PEREIRA;ALEX GABRIEL BRAGA;999.000.003-00;(11) 90000-0003;21;REFIN DA PORTABILIDADE;1646163;INTEGRADO;FINANTO;4878.92;105.99;1082.84;0.0183;0.0188;108;SANTANDER;2026-08-07;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-27;False;2026-08-27;
FABIANA LUIZA PEREIRA;ALEX GABRIEL BRAGA;999.000.003-00;(11) 90000-0003;21;MARGEM;2496412;INTEGRADO;QUALIBANKING;2513.54;57.14;2513.54;0.0185;0.0197;108;NÃO INFORMADO;2026-08-19;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-24;False;2026-08-19;
FABIANA LUIZA PEREIRA;ALICE EDUARDO CASTRO;999.000.004-00;(11) 90000-0004;42;PORTABILIDADE;658716276;INTEGRADO;PARANA;5156.65;136.76;0.0;0.0;0.0;0;FACTA;2026-08-18;24/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-26;False;2026-08-18;
FABIANA LUIZA PEREIRA;ALICE EDUARDO CASTRO;999.000.004-00;(11) 90000-0004;42;REFIN DA PORTABILIDADE;858716294;AGUARDANDO ORG;PARANA;6835.4;136.76;1496.12;0.016;0.0162;108;FACTA;2026-08-18;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-26;False;2026-08-26;
FABIANA LUIZA PEREIRA;ALICE EDUARDO CASTRO;999.000.004-00;(11) 90000-0004;42;MARGEM;1680774;AGUARDANDO ORG;FINANTO;2216.01;50.0;2216.01;0.0185;0.0197;108;NÃO INFORMADO;2026-08-31;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;False;False;2026-08-31;False;2026-08-31;
FABIANA LUIZA PEREIRA;BIANCA EDUARDO MELO;999.000.010-00;(11) 90000-0010;57;PORTABILIDADE;658698356;INTEGRADO;PARANA;27945.36;600.0;0.0;0.0;0.0;0;DAYCOVAL;2026-08-12;19/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-21;False;2026-08-12;
FABIANA LUIZA PEREIRA;BIANCA EDUARDO MELO;999.000.010-00;(11) 90000-0010;57;REFIN DA PORTABILIDADE;858698373;INTEGRADO;PARANA;30051.12;600.0;2105.76;0.016;0.0161;108;DAYCOVAL;2026-08-12;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-24;False;2026-08-21;
FABIANA LUIZA PEREIRA;BIANCA EDUARDO MELO;999.000.010-00;(11) 90000-0010;57;PORTABILIDADE;658698388;INTEGRADO;PARANA;20260.28;500.0;0.0;0.0;0.0;0;SAFRA;2026-08-12;19/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-24;False;2026-08-12;
FABIANA LUIZA PEREIRA;BIANCA EDUARDO MELO;999.000.010-00;(11) 90000-0010;57;REFIN DA PORTABILIDADE;858698394;INTEGRADO;PARANA;24948.58;500.0;4688.3;0.016;0.0162;108;SAFRA;2026-08-12;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-24;False;2026-08-24;
FABIANA LUIZA PEREIRA;BIANCA EDUARDO MELO;999.000.010-00;(11) 90000-0010;57;PORTABILIDADE;658698407;INTEGRADO;PARANA;10887.79;250.0;0.0;0.0;0.0;0;FACTA;2026-08-12;18/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-09-01;False;2026-08-12;
FABIANA LUIZA PEREIRA;BIANCA EDUARDO MELO;999.000.010-00;(11) 90000-0010;57;REFIN DA PORTABILIDADE;858698422;AGUARDANDO ORG;PARANA;12537.5;250.0;164.5;0.016;0.016;108;FACTA;2026-08-12;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;False;False;False;2026-09-01;False;2026-09-01;
FABIANA LUIZA PEREIRA;BIANCA EDUARDO MELO;999.000.010-00;(11) 90000-0010;57;MARGEM;858715423;INTEGRADO;PARANA;4722.07;107.11;4722.07;0.0185;0.019299999;108;NÃO INFORMADO;2026-08-18;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-19;False;2026-08-18;
FABIANA LUIZA PEREIRA;BRENO GABRIEL COSTA;999.000.011-00;(11) 90000-0011;42;MARGEM;858729699;INTEGRADO;PARANA;12483.62;282.63;12483.62;0.0185;0.019299999;108;NÃO INFORMADO;2026-08-21;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-24;False;2026-08-21;
FABIANA LUIZA PEREIRA;CAUÃ GABRIEL MARTINS;999.000.017-00;(11) 90000-0017;21;PORTABILIDADE;658665339;INTEGRADO;PARANA;22301.58;531.3;0.0;0.0;0.0;0;BMG;2026-08-03;11/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-14;False;2026-08-03;
FABIANA LUIZA PEREIRA;CAUÃ GABRIEL MARTINS;999.000.017-00;(11) 90000-0017;21;REFIN DA PORTABILIDADE;858665370;INTEGRADO;PARANA;24544.33;531.3;2229.53;0.0179;0.018;108;BMG;2026-08-03;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-17;False;2026-08-14;
FABIANA LUIZA PEREIRA;CLARA WILLIAM RODRIGUES;999.000.020-00;(11) 90000-0020;42;MARGEM;858720580;INTEGRADO;PARANA;17297.07;392.1;17297.07;0.0185;0.019299999;108;NÃO INFORMADO;2026-08-19;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-21;False;2026-08-19;
FABIANA LUIZA PEREIRA;DANIELA EDUARDO ALVES;999.000.021-00;(11) 90000-0021;42;PORTABILIDADE;658699409;INTEGRADO;PARANA;14908.48;384.93;0.0;0.0;0.0;0;BANCO SEGURO;2026-08-06;12/08/2026;TELEFONE RECEPTIVO;INSS;False;False;False;2026-08-26;False;2026-08-06;
FABIANA LUIZA PEREIRA;DANIELA EDUARDO ALVES;999.000.021-00;(11) 90000-0021;42;REFIN DA PORTABILIDADE;858699419;INTEGRADO;PARANA;19197.4;384.93;4227.77;0.016;0.0162;108;BANCO SEGURO;2026-08-06;PORTABILIDADE NÃO CONFIRMADA;TELEFONE RECEPTIVO;INSS;True;True;False;2026-08-26;False;2026-08-26;
